article_id,entail_prob,hallucination_penalty,top1
140,0.8255811333656311,0.0,Former Wales and British Lions center Ray Gravell has died of a suspected heart attack. Gravell had been on holiday with his family in the Spanish Mediterranean island of Mallorca. He won 23 caps for Wales and played on the Lions' tour of South Africa in 1980.
141,0.9869601726531982,0.0,"Sen. Barack Obama kicked off a series of local outreach gospel concerts. The concerts were meant to boost black voters' support for his presidential bid. When the campaign announced the lineups for the three-city ""Embrace the Change!"" gospel tour. Donnie McClurkin, a Grammy-award winning singer, is on record saying homosexuality is a choice."
142,0.9918678402900696,0.0,"Atletico Madrid crush European rivals Real Zaragoza 4-0 in the Primera Liga. Luis Garcia's first goal for the club, a double from Argentine Maxi Rodriguez and a Diego Forlan strike clinched a comfortable win. Valladolid continue to struggle in the top flight, crashing to a 2-1 defeat against Athletic Bilbao."
143,0.951798141002655,0.0,"The company owns The Venetian Resort Hotel Casino and the Sands Expo and Convention Center. In May 2004, Las Vegas Sands opened the Sands Macau, located on China's southeastern coast. In December 2004, Dr. and Mr. Adelson rang the opening bell at the New York Stock Exchange."
144,0.9847651720046997,0.5,"Condoleezza Rice: ""People need to serve where they are needed"" Rice responding to objections to possibility of ""directed assignments"" in Iraq. Issue has caused an uproar in the State Department, resulting in a town hall-style meeting. If directed assignments are enforced, it will be the first time since the Vietnam War."
145,0.9583845734596252,0.12,"NEW: President Bush promises federal help for those affected by the fires. NEW: Cost of homes destroyed by the wildfires is likely to top $1 billion, official says. Four bodies believed to be illegal immigrants found in canyon east of San Diego. Twenty-three fires have scorched 472,478 acres, an area roughly three-quarters of the size of Rhode Island."
146,0.9723983407020569,0.0,"Cmdr. Michael B. Portland lost his post ""due to a loss of confidence in his ability to command"" Portland's demotion brings to 10 the number of people relieved of duty on the submarine. Six personnel have been punished for forging inspection records for the cooling system."
147,0.9009411334991455,0.0,"NEW: Bus driver Felix Tapia, 28, of Brownsville, Texas, and tractor-trailer driver David Rice, 45, suffered minor injuries. Two passengers were found dead inside the bus, said Arkansas State Police. Bus hopped a highway median and crashed into a pickup truck before being broadsided by an 18-wheeler."
148,0.8765562176704407,0.0,Kelly Pless weighed 220 pounds at her heaviest. She lost 95 pounds through diet and exercise. Pless now runs 40 miles a week while she trains for two marathons. She's also set a new professional goal -- to pursue a doctorate in food and exercise psychology.
149,0.9318483471870422,0.0,Singapore Airline-owned A380 completes maiden passenger journey between Singapore and Sydney. On board were nearly 500 passengers who had bid thousands of dollars for the historical experience. Singapore Airlines has ordered 19 superjumbos for an estimated price tag of $5.7 billion.
150,0.957301914691925,0.0,"U.S. will tighten monitoring of export licenses, increase export restrictions. Officials plan to highlight two recent cases. F-14 components are widely sought by Iran, which is the only military in the world that still flies the jet. Representatives of more than a half dozen federal agencies will jointly announce plans."
151,0.8685910105705261,0.12,Saudi Arabia is the UK's largest trading partner in the Middle East. The UK is the second largest foreign investor in the Kingdom. Exports to Britain are expected to reach a record high of $2.1 billion this year. Saudi Arabia is currently planning six privately-developed economic cities.
152,0.9695128202438354,0.0,"Tens of thousands of Congolese refugees flee camps as rebel troops attack government forces. Roads to Goma, about 10 miles from the camps, were crowded with refugees. Torrential rain made the movement even more difficult. U.N. says 375,000 people in North Kivu province forced from homes in past year."
153,0.987689733505249,0.0,"Genarlow Wilson says he's glad he rejected a plea deal from prosecutors. Wilson, 21, served two years of a 10-year sentence for aggravated child molestation. Wilson was 17 when he had oral sex with a 15-year-old girl at a New Year's Eve party."
154,0.9901920557022095,0.12,"NEW: Two key Democratic senators say they will vote in favor of attorney general nominee. NEW: Sen. Patrick Leahy, D-Vermont, says he will vote against Michael Mukasey. Judiciary Committee is scheduled to vote on the nomination Tuesday. A number of Democratic senators have said they will oppose MukaseY."
155,0.9195111989974976,0.12,"At least 50 people were on the bus when it crashed on state Highway 163. Bus was traveling south from Telluride, Colorado, to Phoenix, Arizona. Bus lost control on a curve, ran off the road and rolled over several times. Most of the passengers were returning home from a weekend ski trip."
157,0.9644794464111328,0.5,Naples has had problems in finding sites for municipal dumps. The region's dumps reached full capacity more than a decade ago. Since then a state of emergency has been declared every year. Government money: €1.8 billion in emergency funds devolved to deal with the problem.
158,0.9505593180656433,0.0,"14 strategic bombers take off from airfields across Russia on long-range missions. Putin: ""We have decided to restore flights by Russian strategic aviation"" U.S. President George W. Bush says he does not believe the flights pose a threat. Russian diplomats have clashed with the United States and European governments."
160,0.9799312949180603,0.0,"NEW: Britain also shuts its embassy in Baku to the public on Monday. The terror plot was unraveled after a weekend raid outside Baku. Several suspected members of the radical group were arrested. U.S. State Department spokesman says details ""are still unfolding"""
161,0.9597765207290649,0.5,"NEW: Two pirates killed, five captured, U.S. Navy says. Gunmen aboard two skiffs hijacked Panamanian-flagged Golden Nori over the weekend. North Korean crew regained control of Dai Hong Dan after pirates gave up weapons. Incident took place about 70 miles northeast of Somali capital, Mogadishu."
164,0.9831667542457581,0.12,"Suspect in fatal shooting of Philadelphia police officer captured in Miami. John Lewis, 6 feet, 270 pounds, was apprehended ""unarmed and without incident,"" police say. Officer Chuck Cassidy was shot in the head when he inadvertently walked into a robbery. Cassidy was one of three Philadelphia police officers shot in a four-day period last week."
166,0.8465361595153809,0.0,"""Congress is not getting its work done,"" President Bush says. Bush: Senate ""wasting valuable time"" by taking up children's health insurance bill. House Majority Leader Steny Hoyer calls Bush ""the biggest obstacle"" to bill. Democrats quickly fire back, saying Bush's comments ""ring hollow"""
167,0.9150307774543762,0.12,"Sniper Lee Boyd Malvo says he is still ""grappling with shame, guilt, remorse"" Social worker: Malvo is a changed person since he and John Allen Muhammad terrorized Washington. Malvo, 22, spends 23 hours a day inside his cell at Virginia's toughest prison."
168,0.991407036781311,0.0,Italy coach Roberto Donadoni leaves Cristiano Lucarelli in his squad. The Shakhtar Donetsk striker scored twice against South Africa last month. Juventus striker Raffaele Palladino gets his first call-up to the senior squad. Italy go into the clash in Glasgow third in Group B.
170,0.9244408011436462,0.0,"UEFA has punished Benfica midfielder Augustin Binya with a six-match ban. The Cameroon international was sent off for a horror tackle on Celtic's Scott Brown. Brown avoided injury, but claimed BinyA had tried to break his leg. The 24-year-old can appeal against the ban."
171,0.8886446356773376,0.0,NEW: Clinton's lead over Giuliani would be greater if a third-party candidate entered the race. Clinton leads Giuliani 51 percent to 45 percent in a head-to-head matchup. Clinton is the top choice of 44 percent of likely Democratic voters. Former Sen. John Edwards of North Carolina has 14 percent.
172,0.9868417978286743,0.0,Vladimir Putin says Iran should be allowed to pursue nuclear program for peaceful purposes. Putin is in Tehran to attend a summit of Caspian Sea nations. Russia is building Iran's first nuclear power plant and has resisted U.S. sanctions. Iranian officials deny there was an assassination plot against Putin.
173,0.9611566662788391,0.0,"Three French journalists charged in alleged plot to kidnap African children arrive in Paris. French President Nicolas Sarkozy held emergency talks in Chad. 14 other people remained in custody in the African nation, some facing serious charges. Those who remain under arrest in Chad are six members of the French charity."
174,0.9538707137107849,0.0,NEW: A sixth U.S. service member dies from injuries sustained in crash. Black Hawk helicopter crashed in northeastern Italy on Thursday. Four people were killed and seven were injured in the crash. The helicopter was an Army H-60 Black Hawk attached to 214th Aviation Regiment.
175,0.9773478507995605,0.12,"University of Memphis football player Taylor Bradford, 21, was shot last week. Three men have been charged with murder in perpetration of attempted aggravated robbery. Prosecutors are considering seeking the death penalty in the case. Bradford, a marketing major, was popular with the football team and campus."
176,0.9941914677619934,0.0,"Court orders pop singer Britney Spears to give up custody of her children. Kevin Federline is to retain custody of their two sons ""until further order of the court"" It was not clear what led to Monday's decision awarding Federline full custody. Last month, a judge ordered Spears to submit to random drug tests."
177,0.859039306640625,0.0,"NEW: O.J. Simpson posts $250,000 bail. NEW: Judge orders Simpson to remain in jail until $37,500 is paid in full. Judge: ""There's no 'get-out-of-jail-free card' today"" Simpson faces trial April 7 on 12 criminal counts."
178,0.932341992855072,0.0,F-15s were grounded after a crash earlier this month in Missouri of an older model. Each F-15E must pass an inspection of critical parts on the airframe. The E-model aircraft is heavily used for ground support in the U.S.-led wars in Iraq and Afghanistan.
179,0.8418789505958557,0.0,Two immigrants say they were injected with drugs against their will. One of the drugs in question is the potent anti-psychotic drug Haldol. Doctors say they are required to see patients in person before such drugs are administered. ICE says it doesn't respond to specific allegations due to pending litigation.
180,0.8054216504096985,0.5,"NEW: Mother did not know her daughter had ever been victimized, lawyer says. NEW: Mother recognized suspect, Chester Arthur Stiles, 37, a former animal trainer. Girl's videotaped rape set off a nationwide search last week. She was found Friday with family in Las Vegas."
181,0.959875226020813,0.0,"Sen. Barack Obama says Sen. Hillary Clinton has shown ""flawed"" judgment. Clinton voted for resolution declaring Iran's Islamic Revolutionary Guard Corps a terrorist group. Obama says he would have voted against the measure but was campaigning in New Hampshire. Clinton defends her vote on the resolution, saying it was a nonbinding resolution."
182,0.9469747543334961,0.0,Bryant Purvis was facing charges of second-degree attempted murder and conspiracy. Charges have now been reduced against at least five of the students. Purvis says he has moved to another town to complete high school. Civil rights leaders Martin Luther King III and Al Sharpton led marchers to Jena.
183,0.9705972671508789,0.12,"Up to 1,000 human rights campaigners demonstrate in front of No. 10 Downing Street. Protesters call for resignation of Pakistani President Pervez Musharraf. Crowd includes Jemima Khan, ex-wife of former Pakistani cricket star Imran Khan. Imran Khan, who heads the Movement for Justice Party, was under house arrest."
184,0.93790203332901,0.0,"NEW: T.I. will remain in custody until bond hearing Friday, federal magistrate says. NEW: Court room packed with family, supporters, media; more turned away because of overcrowding. Harris, 27, was arrested in a federal sting after his bodyguard-turned-informant delivered guns. Authorities say Harris provided the bodyguard $12,000 to buy the weapons."
185,0.852644145488739,0.5,"Alleged leaders of counterfeit operations are three Chinese citizens living in New York. Authorities call it one of the largest counterfeit operations ever discovered. About 300,000 bags and wallets with names like Burberry, Gucci and Coach. They paid a total of about $16 million for what would have been more than $100 million."
186,0.9825475811958313,0.12,National Hurricane Center director Bill Proenza leaves his position Monday. Nearly half of the NHC staff signed a petition calling for his ouster. Deputy Director Ed Rappaport has been temporarily placed in charge. Proenza caused an uproar last month with comments about a key hurricane satellite.
187,0.8467639684677124,0.12,"NEW: More than 1,700 dead in Bangladesh after tropical cyclone. Aid workers expect to find more bodies when remote villages are reached. Cyclone Sidr made landfall along western coast of Bangladesh near border with India. Thousands of people have been displaced and many are still missing."
189,0.9897425174713135,0.12,"R.E.M. song ""Until the Day Is Done"" debuts on CNN's ""Anderson Cooper 360°"" Song will also appear in CNN documentary ""Planet in Peril"" ""We are honored to have our song included in this monumental project,"" singer Michael Stipe says."
190,0.9860408902168274,0.0,U.S. government wants to build 700 miles of fence along the Mexican border. About 100 landowners are fighting it. Justice Department began legal action against those who have refused. Secretary of Homeland Security says fence will not be stopped by opponents like EloisaTamez.
191,0.992090106010437,0.0,"Some Christian congregations are turning to the Church of Scientology for help. The church has long been in the headlines for practices critics say are little more than cult-like mind control. Two pastors say they are not scared off by programs with ties to a church that critics say has aggressive recruiting, secretive ways."
192,0.984154462814331,0.0,"The attack occurred near an office housing judicial police in the city of Thenia. The blast destroyed about 20 houses, and a commission has been appointed to look after the victims. Islamic extremists in Algeria and other North African countries have struck several times. An al Qaeda affiliate claimed responsibility last year for the deadliest attack in Algiers."
193,0.9376015663146973,0.0,"Suspended NFL quarterback Michael Vick must adhere to tightened restrictions. Vick must participate in substance abuse therapy and mental health counseling. He must stay home between 10 p.m. and 6 a.m., ""or as directed by the pretrial services officer"" The conditions are to apply until Vick's sentencing, set for December 10."
194,0.976568341255188,0.0,"Paul McCartney, Ringo Starr talk Beatles on CNN's ""Larry King Live"" ""They were nothing,"" Starr says of his former bandmates. ""We thought we'd be really big in Liverpool,"" McCartney says. Beatles' music used in Cirque du Soleil's ""Love,"" which uses their music."
195,0.8887419700622559,0.0,"About 2,000 Palestinian refugees are stranded in camps along the Syrian border. U.N. agency has appealed for the resettlement of ""vulnerable and sick"" children. About 30 to 40 people arrive at the Al Waleed camp each week, UNHCR reports. Thousands of Palestinians have lived in Iraq, with some going there when Israel was formed."
196,0.9864308834075928,0.0,U.S. Coast Guard searching for missing Japanese balloonist off Alaska coast. Friends of Michio Kanda last heard from him via satellite phone at 9 a.m. Thursday. Two Coast Guard C130 Hercules planes conducted searches Thursday. Kanda holds the world record for the longest-duration balloon flight.
197,0.9798585176467896,0.12,"Sens. Hillary Clinton and Barack Obama will duel for Super Tuesday votes. Event is the first Democratic debate since Obama's convincing victory Saturday in South Carolina. Former Sen. John Edwards suspended his presidential run Wednesday. Mike Gravel, the other Democratic presidential candidate, was not invited."
198,0.9826223850250244,0.5,"NEW: Condoleezza Rice says U.S. is outraged by the terrorist attack. NEW: Three Lebanese civilians killed, 21 others wounded in blast, security forces say. Car bomb explodes as it travels along a coastal highway north of Beirut. The driver of the embassy vehicle suffered minor injuries, State Department says."
200,0.9965219497680664,0.12,"Doctors in Britain taking legal advice to see if they are permitted to carry out hysterectomy. 15-year-old Katie Thorpe suffers from cerebral palsy. Charity says move could infringe human rights and set ""disturbing precedent"" Katie's mother says operation is in her daughter's best interests."
201,0.8996668457984924,0.0,"The number ""eight"" (ba) is considered auspicious by many in China because it sounds like the word for ""wealth"" and ""fortune"" Every year, many couples choose the 8th of August -- the eighth month of the year. Nearly 3,400 couples got hitched on the day last year."
202,0.9258959293365479,0.0,Nihat Kahveci scores the only goal in Turkey's 1-0 win over Bosnia-Herzegovina. Turkey finish second in Group C behind defending champions Greece. Steffen Iversen scores a hat-trick as Norway beat Malta 4-1 in Group A.
203,0.9675613641738892,0.0,Coalition troops kill al Qaeda emir of greater Samarra. Haitham Sabah al-Badri masterminded attack on Samarra's al-Askariya mosque. February 2006 attack set off violence and reprisal killings between Sunnis and Shiites. U.S. soldier sentenced to 110 years in confinement in rape of 14-year-old girl.
204,0.98362135887146,0.12,"Richard Roberts steps down as president of Oral Roberts University. Three professors accused him and his wife of misconduct. Roberts and wife, Lindsay, have denied the allegations. Board of Regents to meet next week to discuss search process for new president.""I want to see God's best for them,"" Roberts wrote in resignation letter."
206,0.8570041060447693,0.0,"Italian police arrest 20 people suspected of involvement in the recruitment of suicide bombers. Eleven of the arrests were in Italy, in the northern cities of Milan, Reggio Emilia, Bergamo, and San Remo. One was already in custody, so authorities served him with a new arrest warrant which included new charges."
209,0.9285576343536377,0.12,"NEW: Grand jury indicts four men in slaying of NFL star Sean Taylor. NEW: Eric Rivera Jr., 17, is alleged to have fired fatal shot. Taylor, 24, died a day after he was shot during an apparent burglary at his home. Taylor was regarded as one of the hardest-hitting players in the NFL."
210,0.9158132672309875,0.0,"NEW: Michael Mazza, 40, arrested outside a pawn shop in Hollywood, Florida. NEW: Mazza initially reluctant to talk to authorities, but later agreed, sheriff says. Deputy Paul Rein's death sparked a massive manhunt. Mazza is serving a life sentence for robbing a drugstore."
211,0.9598838090896606,0.12,"NEW: U.S. attorney opens criminal investigation into ship crash, oil spill. NEW: Coast Guard commandant says ""human error factors"" may have been involved. Coast Guard: Captain, crew barred from leaving ship, which is docked for repairs. Nearly 400 dead birds recovered from bay; 500 rescued alive but soaked in oil."
212,0.8956074714660645,0.0,Almost 30 Josephs and Marys have signed up for the free night's stay at the Travelodge. The offer is good at any one of the chain's 322 hotels in the United Kingdom. The couples must bring proof of identity and must prove that they are in a long-term relationship.
215,0.9644621014595032,0.0,"NEW: U.S. Army recruiters turned down Robert Hawkins, 19, last summer, source says. NEW: Police seize computers, analyze information on Web sites in search of clues. Hawkins left a suicide note and other correspondence, police chief says. Police don't yet know why Hawkins chose mall or Von Maur department store."
216,0.9823916554450989,0.0,"Angelina Jolie: ""There doesn't seem to be a real coherent plan to help them"" Jolie is goodwill ambassador for U.N. High Commissioner for Refugees. More than 4.2 million Iraqis have fled their homes, 2 million to neighboring states. Jolie has been working to help draw attention to the problem."
217,0.9912569522857666,0.0,Udinese remain in fifth place in Italy's Serie A after suffering a 3-1 defeat away to Napoli. Ezequiel Lavezzi scored twice in two minutes to end a goal drought lasting two and a half months. Fabrizio Miccoli scored the only goal to give Palermo a 1-0 victory over Livorno.
218,0.9804149866104126,0.0,"A six-month trial has been launched at London's Heathrow airport using RFID. RFID tags will allow staff to more accurately track bags passing through the airport. The £150,000 trial will continue for six months tracking bags for passengers traveling with Emirates to and from Dubai."
219,0.9920198321342468,0.12,"Jordan's King Hussein sent secret message to President Nixon in 1970. Papers are among about 10,000 documents released by the Nixon Presidential Library. Documents detail U.S. efforts to persuade Saudi Arabia to move away from PLO. Nixon White House also adjusting to Israel's acquisition of nuclear weapon."
220,0.932873010635376,0.12,"The Rev. James Orange died Saturday at Atlanta's Crawford Long Hospital. His 1965 jailing sparked a fatal protest that ultimately led to the Selma-to-Montgomery march. Orange was a project coordinator at the SCLC from 1965 to 1970. He is survived by his wife, five children and two grandchildren."
221,0.9871521592140198,0.0,"Voters in Beirut send pro-government candidate Mohammed al-Amin Itani to parliament. Itani replaces Walid Eido, who was killed in a June bombing. In Metn, a Maronite Christian suburb east of the capital, Camille Khouri upset former President Amin Gemayel."
222,0.905421793460846,0.12,"Ex-CIA operative John Kiriakou talked about waterboarding of terrorism suspect. CIA asked the Justice Department to investigate whether he illegally disclosed classified information. Attorney says referral of case to Justice Department is standard procedure. About one case a week is referred to the Justice department, source says."
223,0.9383347034454346,0.0,"""The holiday's designed to make you feel (bad),"" says Judy McGuire, author of ""How Not to Date"" If you're not dating anyone, take some time to indulge yourself. Make sure you're on the same page when it comes to Valentine's plans."
224,0.985285222530365,0.0,"Majid Khan is being held at Guantanamo Bay, Cuba. He is one of 14 ""high-value"" detainees held there. He alleges he was tortured while being held in secret CIA prisons. CIA spokesman: ""The United States does not conduct or condone tortured"""
225,0.9766615033149719,0.0,"NEW: Iranian mission to the U.N. calls the rejection ""unfortunate"" Ahmadinejad wanted to ""pay his respects"" and lay a wreath at the site. But workers are rebuilding the foundations of the site, police say. U.S. considers Iran a state sponsor of terrorism and accuses it of meddling."
226,0.9185943007469177,0.0,"Lisa Nowak is accused of stalking and using pepper spray against a romantic rival. Judge rules evidence found in her car and statements she made to police were inadmissible. Nowak, 44, is set to go on trial in April. If convicted, she would face up to life in prison."
227,0.9187920093536377,0.0,"Sharon Long is a forensic artist whose job is to help identify the dead. When Fort Myers, Florida, police found eight sets of human remains, they turned to her. Armed with sculptor's clay, glass eyes, wigs, Long creates a face from a human skull."
228,0.9928174018859863,0.5,"Four-week-old polar bear is being bottle-fed at Nuremberg City Zoo. Zookeepers took cub away from mother after fears she would eat it. Other female polar bear had eaten her two offspring, so zoo feared Vera would do the same."
229,0.9409042000770569,0.0,"Ron and Loretta Murray met with parents of victims of Colorado church shooting. Pastor Brady Boyd: ""It made me evaluate my own life and think, 'Is there anyone I'm not forgiving?'"" Matthew Murray, 24, killed two people and wounded two others in December 9 attack."
230,0.9040459394454956,0.0,"NEW: Gov. Arnold Schwarzenegger asks U.S. Defense Secretary Robert Gates for help. More than 265,000 people have been evacuated and nearly 4,900 firefighters are battling blazes. 13 wildfires have consumed more than 98,000 acres and destroyed or damaged at least 50 homes. San Diego Zoo's Wild Animal Park closes."
231,0.9617007374763489,0.12,Wednesday's Glasgow derby between Celtic and Rangers has been postponed. The postponement is a mark of respect following the death of Motherwell captain Phil O'Donnell. Motherwell's game against Hibernian on the same day was called off. Gretna's match against St Mirren was also postponed.
232,0.8856691122055054,0.12,"Long distances over questionable roads stop many Indians from making it into courtrooms. Mobile court is bused into rural areas to hear both criminal and civil complaints. With an estimated 300 million unresolved cases languishing in Indian courts, it could take more than 300 years to clear docket."
234,0.9754694700241089,0.12,"Chiquita Brands International faces $7.86 billion lawsuit on behalf of nearly 400 Colombian families. Plaintiffs are asking for $10 million in compensatory damages for each of the 393 victims. Chiquita, as part of a plea agreement, admitted that what it called protection payments. AUC was named a terrorist organization by the United States in 2002."
236,0.928083598613739,0.0,"Police defuse a bomb consisting of 200 liters of fuel, gas cylinders and nails. A second car packed with gas and nails was later found to have been parked. Police say two vehicles clearly linked. July 7, 2005: Four suicide bombers detonate themselves aboard three underground trains."
237,0.8210335969924927,0.0,"NEW: Topps Meat Co. expands recall of ground beef from 300,000 pounds to 21.7 million pounds. NEW: 25 illnesses are under investigation in Connecticut, Florida, Indiana, Maine, New Jersey, New York, Ohio and Pennsylvania. The hamburger patties may be contaminated with E. coli O157:H7, company says. This is the company's first recall in its 65 years of business."
238,0.9592167139053345,0.0,"Buckweed Fire began October 21 in the Agua Dulce community. Sixty-three structures, 21 of them homes, were destroyed. The case will be presented to the Los Angeles County district attorney for possible charges. California Gov. Arnold Schwarzenegger vowed to ""hunt down"" people responsible."
239,0.9596170783042908,0.0,"Sens. Hillary Clinton and Barack Obama in statistical dead heat in Texas. 50 percent of likely Democratic primary voters support Clinton, 48 percent back Obama. Many political strategists consider Texas and Ohio must-win states for Clinton. Arizona Sen. John McCain is clear favorite for Republican presidential nomination."
240,0.9566885828971863,0.12,"NEW: Fire chief: ""I think it's a miracle that we haven't seen some serious injuries"" Truck carrying 9,000 gallons of gas overturned and caught fire in Everett, Massachusetts. At least 200 people evacuated from their homes, including 84 residents of an apartment building."
241,0.9774504899978638,0.0,Ricardo Izecson dos Santos Leite voted 2007 World Footballer of the Year by 96 journalists. Kaka won the award for his performance in the Champions League final. The 25-year-old Brazilian scored 10 goals as AC Milan won the Scudetto and the Super Cup.
242,0.8526110053062439,0.12,"Interpol makes global appeal for help to identify man from digitally reconstructed photos. Photos taken from the Internet show him sexually abusing underage boys. The man's face was disguised by digital alteration, but the images were capable of being restored. Interpol has determined the photos were taken in Vietnam and Cambodia."
243,0.8973307609558105,0.12,"Audit looked at management of presidential artifacts at six presidential libraries. Audit found ""significant breakdown in internal controls"" at the Reagan library. Ronald Reagan Foundation urges National Archives to move quickly to fix problems. Library has already begun implementing recommendations from audit, archivist says.."
245,0.9500248432159424,0.0,"""I think it's a privilege to call yourself a Scientologist,"" Cruise says. Video was shown at a 2004 Scientology ceremony honoring Cruise for humanitarian work. Church of Scientology officials said it can be viewed at any of its churches. A pirated and edited version of the video appeared on YouTube this week."
247,0.9707607626914978,0.0,"Atlanta Falcons quarterback is scheduled to be sentenced on December 10. Vick is being held at Northern Neck Regional Jail in Warsaw, Virginia. Vick pleaded guilty in August after three associates admitted their roles in the operation. CNN Senior Legal Analyst Jeffrey Toobin speculated that Vick started his sentence early."
248,0.9402164220809937,0.0,"Pope Benedict XVI says football should be used to teach moral lessons. Italian football has been tarnished by corruption, match-fixing scandals and crowd trouble. The pope is reputedly a Bayern Munich supporter. In October, he was presented with a No. 16 shirt by Ancona club officials."
249,0.9669066071510315,0.5,"NEW: Bridge reopens after engineers inspect it, CNN affiliate reports. Four people killed in crash on bridge linking U.S. and Mexico. Three 18-wheelers and a minivan involved in the wreck appeared to have Mexican plates. 3.2-mile-long bridge connects Pharr, Texas, to the city of Reynosa, Mexico."
252,0.9332208037376404,0.0,"Rinko Kikuchi is one of Japan's hottest young actresses and models. She stunned global cinema audiences with her Oscar-nominated performance in ""Babel"" She recently worked with Karl Lagerfeld as the new face of Channel. Talk Asia follows her on a modelling assignment, discusses how her life has changed."
254,0.9769747257232666,0.0,This month on Art of Life we feel the need for speed. Monita Rajpal meets the boys behind Ducati's motorbikes. Iron Maiden's Bruce Dickinson explains why flying is his new source of adrenaline. trance legend Paul Van Dyk takes us round his favorite haunt in the former East Berlin.
255,0.9800505042076111,0.12,"Michigan is a swing state, producing narrow margins of victory for presidential candidates. Top-tier Democratic candidates have taken their names off the ballot. The state's economy is powered by the automotive industry. Michigan's unemployment rate, 7.4 percent, is higher than the national average of 5 percent."
256,0.9781666994094849,0.0,"Lance Cpl. Maria Lauterbach could give birth at any time, sheriff says. Marine's car found at bus station, cell phone found at Camp Lejeune's front gate. Investigators say there was ""suspicious activity"" on her bank account. Facebook page: ""Call mom!!! You know the number."""
258,0.9683388471603394,0.0,"Coalition forces find 26 bodies buried in mass graves and a ""torture complex"" The complex was in an area thought to be an al Qaeda in Iraq haven. The bodies are believed to have been dead between six and eight months. Photos show chains hanging from walls and ceilings and a bed connected to electrical system."
259,0.99435955286026,0.0,"U.N. nuclear watchdog chief says Pakistan's nuclear weapons could fall into hands of extremists. Mohamed ElBaradei's comments to Al-Hayat newspaper were ""irresponsible"" and ""unwarranted"" ""Pakistan is a responsible nuclear weapon state,"" foreign ministry says."
260,0.974095344543457,0.12,"Candidates express condolences, outrage over Benazir Bhutto's assassination. Candidates debate who is best qualified to deal with crises in other parts of the world. Hillary Clinton has spent a year calling herself the most experienced, most qualified candidate. Sen. Barack Obama's camp calls attention to Clinton's vote on the Iraq war."
261,0.9352425932884216,0.0,"After more than a decade of relative peace, the bombings and assassinations have returned. The conspiracies, the car bombs and threatening rhetoric are eerily familiar. The cast in Lebanon's tragedy has changed little in two decades. The struggle where religion and clan play the main roles threatens to set Lebanon back."
262,0.965768575668335,0.12,"Seven Manchester United supporters taken to hospital after violence. British Embassy officials in Rome said five fans received stab wounds. Two others, including a 16-year-old boy, needed treatment for being drunk. None of the stab victims is understood to have serious injuries. Manchester United drew 1-1 with Roma in Champions' League tie."
263,0.9159318804740906,0.0,"Chester Arthur Stiles, 37, is a suspect in the videotaped rape of a 3-year-old girl. Stiles' former girlfriend says she believes she put him in contact with the girl. ""I'm disgusted. I'm ashamed, embarrassed, mortified,"" Tina Allen says."
264,0.9546604156494141,0.0,"American al Qaeda member Adam Yahiye Gadahn renounces U.S. citizenship. Gadahn rips his passport in half and says, ""Don't get too excited -- I don't need it to travel anyway"" Gadahn speaks mostly in English, but references President Bush only in Arabic. The self-proclaimed American jihadist is on FBI's Most Wanted List."
265,0.9626810550689697,0.0,Theodore Sorensen helped write John F. Kennedy's 1960 speech on Catholicism. He compared it to the speech on faith in politics delivered Thursday by Mitt Romney. Kennedy avoided discussing his religious views in the 1960 speech. Romney emphasized the role of religion in public life more strongly in his speech.
266,0.9629106521606445,0.0,"Boeing 777 has never been involved in a fatal accident during its service history. The aircraft seats between 301 and 368 passengers in a three-class configuration. Boeing prides itself on the 777's landing gear, which it claims is the largest ever incorporated into a commercial plane."
267,0.9656829833984375,0.12,"Donors pledge $7.4 billion to help build a Palestinian state, organizers say. Former British Prime Minister Tony Blair says donors need to be repaid. International Monetary Fund says it will monitor Palestinians' promised reforms. Palestinian Authority President Mahmoud Abbas earlier had requested $5.6 billion in aid."
268,0.9468222260475159,0.0,"NEW: Condoleezza Rice calls Rep. Tom Lantos ""a true American hero"" NEW: ""He's going to be really, really missed,"" she says. NEW: He died at the National Naval Medical Center in Bethesda, Maryland. He was diagnosed with esophageal cancer in December."
269,0.965129554271698,0.12,"Three car bombs in Amara kill at least 27 people, wound 151, officials say. Amara is provincial capital of Maysan province, scene of fighting between rival Shiite factions. Prime Minister Nuri al-Maliki denounces attack, blames ""Saddamists and Takfiris"""
270,0.9709216952323914,0.12,Tribal bonds remain stronger than national identity in Kenya. Country's 36 million people claim allegiance to around 40 different tribes. Last week's election pitched incumbent President Mwai Kibaki against opposition leader Raila Odinga. The result has been questioned by international election observers.
272,0.990648090839386,0.5,"Saudi King Abdullah pardons rape victim sentenced to 200 lashes, six months in prison. Victim's husband: ""This fatherly care and noble gesture will help (in) lifting the emotional and psychological stress and suffering"" Case has drawn international attention, provoked outrage in the West."
273,0.9901487827301025,0.5,"Coroner trashes claims by Princess Diana's former butler. Paul Burrell said he knew a mysterious ""secret"" about the late princess. Coroner said the information was already in the public domain. Burrell's appearance was delayed after the coroner asked him to retrieve a letter."
275,0.9949951171875,0.0,"President Bush chatted by phone with Turkish Prime Minister Recep Tayyip Erdogan. Iraqi President Jalal Talabani and Vice President Tariq al-Hashimi met with Kurdish Regional Government President Massoud Barzani. Iraqi Kurdish officials, while critical of the PKK, have denounced the Turkish bombing campaign."
